,words,repeated
6643,plan BasketballEnthusiasm,0
6644,BasketballEnthusiasm ampReading,0
6645,TDIllustration The,0
6646,The Screen,0
6647,Screen Thief,0
6648,is going,1
6649,going down,1
6650,a storm,1
6651,storm in,1
6652,in Silver,0
6653,Silver Birch,0
6654,Birch Class,0
6655,Class A,0
6656,A brilliant,0
6657,brilliant book,1
6658,book that,4
6659,that provoked,1
6660,provoked great,1
6661,great discussion,1
6662,discussion around,1
6663,around health,1
6664,health and,1
6665,and wellbeing,0
6666,wellbeing Should,0
6667,Should we,0
6668,we reduce,1
6669,reduce our,1
6670,our screen,1
6671,screen time,1
6672,EASEquity httpstcogDisoEbH,0
6673,detectorist and,0
6674,and spins,0
6675,spins wheel,0
6676,wheel Queens,0
6677,Thief maybe,0
6678,maybe Or,0
6679,Or King,0
6680,King of,0
6681,of Attolia,0
6682,Attolia Really,0
6683,Really any,0
6684,any book,1
6685,book in,4
6686,the Queens,0
6687,series but,1
6688,first one,1
6689,one for,3
6690,the pitchperfect,0
6691,pitchperfect unreliable,0
6692,unreliable narration,1
6693,narration and,1
6694,third one,1
6695,the romance,1
6696,romance of,1
6697,a beautiful,2
6698,beautiful woman,1
6699,woman cutting,1
6700,cutting off,1
6701,off your,1
6702,your hand,0
6703,chickenhsebooks My,0
6704,My Grandson,0
6705,Grandson would,0
6706,would LOVE,0
6707,LOVE this,0
6708,this series,0
6709,series and,0
6710,be kept,1
6711,kept and,1
6712,and passed,1
6713,passed on,1
6714,on to,2
6715,his young,1
6716,young sister,1
6717,sister once,1
6718,once she,1
6719,is old,1
6720,old enough,0
6721,enough I,0
6722,loved reading,1
6723,her Ink,0
6724,Ink Heart,0
6725,Heart and,0
6726,Lord myself,0
6727,myself and,1
6728,and Im,0
6729,âœImagine smiling,0
6730,a dayââ,0
6731,dayââ Markus,0
6732,fatfrogi The,0
6733,They both,0
6734,My Dear,0
6735,Dear Ellie,0
6736,SamanthaVAtkins Book,0
6737,DelightPanthers httpstcoxCyMMpIvs,0
6738,httpstcoxCyMMpIvs Win,0
6739,Win a,0
6740,a free,2
6741,free copy,1
6742,Thief before,0
6743,before the,2
6744,the release,2
6745,release date,0
6746,free book,2
6747,date Tour,0
6748,Tour The,0
6749,Thief httpstcoxpNxRvvrRK,0
6750,httpstcoxpNxRvvrRK via,0
6751,So so,0
6752,so smart,0
6753,smart and,0
6754,and as,1
6755,as downright,1
6756,downright dangerous,1
6757,dangerous a,1
6758,read as,1
6759,the edge,1
6760,edge of,1
6761,a razor,0
6762,razor Bokats,0
6763,Bokats book,0
6764,a masterful,1
6765,masterful study,1
6766,study of,1
6767,of memory,0
6768,memory family,0
6769,family and,3
6770,the lies,1
6771,lies that,1
6772,that derail,1
6773,derail us,0
6774,us Dont,0
6775,Dont even,0
6776,even dare,1
6777,dare to,1
6778,to think,1
6779,think youll,0
6780,youll get,0
6781,get any,1
6782,any sleep,1
6783,sleep once,1
6784,once you,1
6785,you start,1
6786,start reading,0
6787,reading httpstcoKxkJverb,0
6788,The Perfect,0
6789,Perfect Combination,0
6790,Buy Now,0
6791,Love and,0
6792,Chocolate Biscuits,0
6793,Biscuits httpstcogseFtgi,0
6794,Mrs Pattersons,0
6795,Pattersons Chocolate,0
6796,Chocolate Cake,0
6797,Cake httpstcoqldVZTN,0
6798,The Sweetest,0
6799,Sweetest Littlest,0
6800,Littlest Chocolate,0
6801,Chocolate Thief,0
6802,Thief httpstcoveeqxs,0
6803,WorldChocolateDay AmReading,0
6804,AmReading httpstcofvvILkKpqW,0
6805,waitmanb The,0
6806,The Immortal,0
6807,Immortal Life,0
6808,of Henrietta,0
6809,Henrietta Lacks,0
6810,Kill A,0
6811,A Mockingbird,0
6812,Say Nothing,0
6813,seeheatherwrite HERES,0
6814,HERES MY,0
6815,MY FAVORITE,0
6816,FAVORITE BOOKS,0
6817,BOOKS THEYRE,0
6818,THEYRE SUPER,0
6819,SUPER GOOD,0
6820,GOOD HIGHLY,0
6821,HIGHLY RECOMMEND,0
6822,RECOMMEND THEM,0
6823,Theyâre really,0
6824,really amazing,1
6825,and have,2
6826,have helped,1
6827,helped me,1
6828,me get,1
6829,get through,1
6830,through hard,1
6831,hard times,0
6832,times I,0
6833,like them,0
6834,adding croissants,0
6835,croissants The,0
6836,and Death,0
6837,Death Cab,0
6838,Cab for,0
6839,for Cutie,0
6840,Cutie into,0
6841,Set Crank,0
6842,Crank That,0
6843,That Soulja,0
6844,Soulja Boy,0
6845,Boy as,0
6846,ringtone And,0
6847,And thats,0
6848,thats the,0
6849,Fantasy Fin,0
6850,JennaPrice Add,0
6851,Add The,0
6852,Thief to,0
6853,this and,2
6854,my list,1
6855,list is,1
6856,LindsWatkins for,0
6857,our donated,1
6858,donated book,1
6859,Thief Silver,0
6860,Birch had,0
6861,had fantastic,1
6862,fantastic discussions,1
6863,discussions this,1
6864,this morning,1
6865,morning about,1
6866,about screen,1
6867,and electronic,1
6868,electronic devices,1
6869,devices ðŸšðŸ,0
6870,ðŸšðŸ healthyandconfident,0
6871,MillbrookP httpstcoIxkHyxLOi,0
6872,joyâ If,0
6873,If youâre,0
6874,youâre ready,0
6875,ready to,1
6876,get your,1
6877,life moving,1
6878,right direction,1
6879,direction book,1
6880,your free,1
6881,free discovery,1
6882,discovery consultation,1
6883,consultation with,1
6884,coachlathamphd minutes,0
6885,minutes could,1
6886,could change,1
6887,change your,1
6888,life httpstcojQtxRVkGRV,0
6889,Its July,0
6890,July Book,0
6891,the Month,0
6892,Month time,0
6893,and were,0
6894,were overjoyed,0
6895,overjoyed to,1
6896,to share,1
6897,share with,1
6898,with you,1
6899,you The,0
6900,alastairch and,0
6901,and Jez,0
6902,Jez Tuya,0
6903,Tuya this,0
6904,this month,0
6905,month Its,0
6906,so good,1
6907,good weve,0
6908,weve made,0
6909,made a,1
6910,a summer,1
6911,summer trail,1
6912,trail around,1
6913,around it,0
6914,httpstcofbBpCAVSy httpstcozLjuYR,0
6915,Reading The,0
6916,in Kashmir,0
6917,Kashmir â,0
6918,â A,0
6919,A Review,0
6920,Review by,0
6921,by Toiba,0
6922,Toiba Paul,0
6923,Paul INVERSE,0
6924,INVERSE JOURNAL,0
6925,JOURNAL httpstcoGrEztibrke,0
6926,Larue by,0
6927,veschwab Another,0
6928,Another best,0
6929,best seller,1
6930,seller I,0
6931,I knew,0
6932,knew nothing,1
6933,nothing about,1
6934,about but,2
6935,but downloaded,1
6936,downloaded for,1
6937,a trip,1
6938,trip and,1
6939,and devoured,1
6940,devoured in,1
6941,in two,1
6942,two days,0
6943,days Iâm,0
6944,Iâm a,0
6945,a sucker,1
6946,sucker for,1
6947,for books,1
6948,books about,1
6949,about people,1
6950,who live,1
6951,live forever,0
6952,forever If,0
6953,you liked,1
6954,liked book,1
6955,thief youâd,0
6956,youâd prob,0
6957,prob enjoy,0
6958,JennaPrice â,0
6959,â Dirt,0
6960,Dirt Music,0
6961,Music Tim,0
6962,Tim Winton,0
6963,â The,0
6964,The Nargun,0
6965,Nargun and,0
6966,The Stars,0
6967,Stars Patricia,0
6968,Patricia Wrightson,0
6969,â Getting,0
6970,Getting Things,0
6971,Things Done,0
6972,Done David,0
6973,David Allen,0
6974,Paul presents,0
6975,presents her,1
6976,her review,1
6977,of âœThe,0
6978,Thiefâ the,0
6979,the bestselling,0
6980,bestselling novel,0
6981,novel by,1
6982,Zusak that,0
6983,also adapted,1
6984,adapted into,1
6985,a popular,1
6986,popular film,0
6987,film Toibaâs,0
6988,Toibaâs review,0
6989,review more,1
6990,more specifically,1
6991,specifically addresses,1
6992,addresses the,1
6993,the commonalities,1
6994,commonalities found,1
6995,found in,1
6996,a shared,1
6997,shared human,1
6998,human experience,0
6999,egyptianhybridd The,0
7000,georgiaburnell The,0
7001,The Queens,0
7002,Queens Gambit,0
7003,a Lifetime,0
7004,Lifetime The,0
7005,Zusak httpstcohpypbHYD,0
7006,What fabulous,0
7007,fabulous news,1
7008,scattyscribbler The,0
7009,The Chessmen,0
7010,Chessmen Thief,0
7011,such an,3
7012,an incredible,2
7013,incredible read,0
7014,read I,0
7015,was thoroughly,1
7016,thoroughly gripped,1
7017,gripped in,1
7018,story Youll,0
7019,Youll be,0
7020,be amazing,1
7021,amazing at,1
7022,edbookfest If,0
7023,already rush,0
7024,rush out,1
7025,and buy,1
7026,buy this,1
7027,your reader,0
7028,reader an,0
7029,an historical,1
7030,historical adventure,1
7031,adventure they,1
7032,they wont,0
7033,wont want,0
7034,want to,2
7035,to missðŸ,0
7036,missðŸ httpstcoWQHVPrJfK,0
7037,hestiafilms rebecca,0
7038,rebecca book,0
7039,thief where,0
7040,the crawdads,3
7041,crawdads sing,0
7042,bookishMeggs im,0
7043,im reading,1
7044,thief currently,1
7045,currently and,1
7046,not watching,1
7047,watching anything,0
7048,JennaPrice The,0
7049,Thief makes,0
7050,makes a,1
7051,great gift,1
7052,gift for,1
7053,drbeard Oh,0
7054,Oh thank,0
7055,thank god,1
7056,god scrolled,0
7057,scrolled down,1
7058,down and,1
7059,and remembered,0
7060,Rebecca du,0
7061,du Maurier,0
7062,of Time,0
7063,Time Pratchett,0
7064,Pratchett and,0
7065,itâs very,0
7066,very hard,1
7067,choose ONE,0
7068,ONE PTerry,0
7069,PTerry book,0
7070,this list,1
7071,list as,1
7072,as they,1
7073,they are,2
7074,the equivalent,1
7075,equivalent of,1
7076,of comfort,1
7077,comfort food,1
7078,food and,1
7079,read them,2
7080,them all,1
7081,a soft,1
7082,soft spot,1
7083,spot for,1
7084,this one,2
7085,one âï,0
7086,PRedondas The,0
7087,The Fault,0
7088,Fault in,0
7089,our Stars,0
7090,Stars ðŸðŸ,0
7091,prettyydollz OH,0
7092,OH AND,0
7093,AND THE,0
7094,THIEF NOT,0
7095,NOT A,0
7096,A CLASSIC,0
7097,CLASSIC BUT,0
7098,BUT IN,0
7099,IN A,0
7100,A FEW,0
7101,FEW DECADES,0
7102,DECADES IT,0
7103,IT WILL,0
7104,WILL BE,0
7105,BE ITS,0
7106,ITS THE,0
7107,THE SINGLE,0
7108,SINGLE BEST,0
7109,BEST BOOK,0
7110,BOOK IVE,0
7111,IVE EVER,0
7112,EVER READ,0
7113,still canât,0
7114,canât believe,0
7115,believe the,1
7116,the dang,1
7117,dang lightning,1
7118,musical was,1
7119,was more,1
7120,more accurate,1
7121,accurate to,1
7122,the biggest,2
7123,biggest difference,1
7124,difference i,1
7125,i noticed,1
7126,noticed minus,0
7127,minus the,0
7128,the skipping,1
7129,skipping of,1
7130,of lotus,1
7131,lotus hotel,1
7132,hotel and,1
7133,and waterpark,1
7134,waterpark for,1
7135,for pacing,1
7136,pacing and,1
7137,and soundtrack,1
7138,soundtrack sakes,0
7139,sakes was,0
7140,was THE,0
7141,THE POODLE,0
7142,POODLE BEING,0
7143,BEING A,0
7144,A SQUIRREL,0
7145,SQUIRREL The,0
7146,movie just,1
7147,just said,1
7148,said NOPE,0
7149,hibakwaas THE,0
7150,THE END,0
7151,END OF,0
7152,THIEF GOODBYE,0
7153,If only,0
7154,only she,2
7155,she could,2
7156,could be,3
7157,be so,2
7158,so oblivious,2
7159,oblivious again,0
7160,again to,0
7161,feel such,2
7162,such love,2
7163,love without,2
7164,without knowing,2
7165,knowing it,0
7166,it mistaking,0
7167,mistaking it,2
7168,for laughter,0
7169,âÂMarkus ZusakÂThe,0
7170,ZusakÂThe Book,0
7171,OfficialALAMAT Detachment,0
7172,Detachment Zombieland,0
7173,Zombieland The,0
7174,GAMI SRI,0
7175,SRI LUMAY,0
7176,ALAMATMandirigma TeaserPhotos,0
7177,OfficialALAMAT ALAMATGami,0
7178,MOBIUSMBIUS From,0
7179,From a,0
7180,think about,1
7181,about these,1
7182,these excerpts,1
7183,excerpts from,1
7184,from The,0
7185,The Tattooist,0
7186,Tattooist of,0
7187,of Auschwitz,0
7188,Auschwitz and,0
7189,Thief respectively,0
7190,respectively a,1
7191,lot I,0
7192,more lmao,1
7193,lmao httpstcoxndcxgXKI,0
7194,HeistPodcast have,0
7195,have you,3
7196,guys read,1
7197,read Confessions,0
7198,Confessions of,0
7199,a Master,0
7200,Master Jewel,0
7201,Jewel Thief,0
7202,Thief Gripping,0
7203,Gripping story,0
7204,story that,1
7205,that fits,1
7206,fits with,1
7207,the podcast,0
7208,podcast Thanks,0
7209,Thanks for,0
7210,for every,1
7211,every episode,0
7212,episode my,0
7213,my kids,1
7214,kids love,1
7215,love it,1
7216,well the,1
7217,the clean,1
7218,clean ones,1
7219,ones on,1
7220,on car,1
7221,car trips,0
7222,trips httpstcoYyZcyLXdW,0
7223,maddiebckley One,0
7224,biggest issues,1
7225,issues for,1
7226,a series,2
7227,series Percy,0
7228,Jackson was,0
7229,was written,1
7230,written to,1
7231,be a,1
7232,a five,1
7233,five book,1
7234,series But,0
7235,you never,1
7236,never know,1
7237,know how,1
7238,how many,1
7239,many movies,1
7240,movies will,1
7241,be made,0
7242,made Most,0
7243,Most of,0
7244,the changes,1
7245,changes that,1
7246,that upset,1
7247,upset Rick,0
7248,Riordan and,0
7249,and many,2
7250,many fans,1
7251,fans in,1
7252,Thief were,0
7253,were to,1
7254,make the,1
7255,first movie,1
7256,movie selfcontained,0
7257,In truth,0
7258,truth I,0
7259,afraid Rudy,0
7260,Rudy Steiner,0
7261,Steiner was,0
7262,kiss He,0
7263,He must,0
7264,much He,0
7265,hard So,0
7266,would give,1
7267,give anything,1
7268,anything to,1
7269,time again,0
7270,i havenât,0
7271,havenât let,0
7272,by mark,2
7273,mark zuzak,1
7274,zuzak rule,1
7275,rule my,1
7276,my life,1
7277,life since,1
7278,since for,1
7279,for book,2
7280,book tok,1
7281,tok to,1
7282,to âœdiscoverâ,0
7283,âœdiscoverâ it,0
7284,in i,3
7285,i sg,0
7286,boy whose,1
7287,whose hair,1
7288,hair remained,1
7289,remained the,1
7290,the color,2
7291,color of,1
7292,of lemons,1
7293,lemons forever,0
7294,Ive had,0
7295,had on,1
7296,on multiple,1
7297,multiple occasions,0
7298,occasions thought,0
7299,thought about,1
7300,about wanting,1
7301,wanting to,1
7302,to die,1
7303,die young,0
7304,So Ill,0
7305,Ill forever,0
7306,forever remain,1
7307,remain this,1
7308,this young,0
7309,young this,0
7310,this bright,0
7311,bright this,0
7312,this happy,0
7313,happy less,0
7314,less wrinkles,0
7315,Careful of,0
7316,of what,2
7317,what you,1
7318,you wish,1
7319,wish for,0
7320,for safura,0
7321,hestiafilms the,1
7322,I remember,0
7323,remember when,1
7324,used to,2
7325,to stan,1
7326,stan the,1
7327,thief on,2
7328,on ig,1
7329,ig and,1
7330,the only,2
7331,only stan,1
7332,stan acc,1
7333,acc lmaoo,0
7334,rckstarIwt the,0
7335,the ending,1
7336,ending of,1
7337,of both,1
7338,both the,1
7339,and movie,1
7340,cry so,1
7341,just ordered,0
7342,ordered my,1
7343,my first,1
7344,first ap,1
7345,ap lit,1
7346,lit book,0
7347,is unfortunately,0
7348,unfortunately not,0
7349,not percy,1
7350,jackson and,7
7351,have hated,1
7352,hated the,2
7353,loved them,0
7354,i hope,3
7355,hope i,1
7356,made them,1
7357,them right,0
7358,right the,0
7359,Adriyoung oh,0
7360,oh man,1
7361,man i,1
7362,have so,2
7363,many if,0
7364,already read,1
7365,it the,0
7366,thief has,1
7367,has to,1
7368,go on,1
7369,on your,1
7370,your list,0
7371,list also,0
7372,of neal,1
7373,neal shustermans,0
7374,shustermans books,0
7375,if youre,0
7376,youre into,0
7377,into ya,0
7378,ya lmk,0
7379,lmk and,1
7380,a mill,1
7381,mill more,1
7382,more recs,0
7383,Two newest,0
7384,newest additions,1
7385,additions to,1
7386,the John,0
7387,John Williams,0
7388,Williams tribute,0
7389,John Belushi,0
7390,Belushi as,0
7391,as Wild,0
7392,Wild Bill,0
7393,Bill Kelso,0
7394,Kelso in,0
7395,in âœâ,0
7396,âœâ and,0
7397,and Sophie,0
7398,Sophie Nelisse,0
7399,Nelisse as,0
7400,as Liesel,0
7401,Liesel Meminger,0
7402,Meminger in,0
7403,in âœThe,0
7404,Thiefâ ðŸŽðŸ,0
7405,How perfect,0
7406,perfect does,1
7407,that image,1
7408,image of,1
7409,of Belushi,0
7410,Belushi work,0
7411,the tuba,0
7412,tuba ðŸœðŸ,0
7413,Back at,0
7414,at it,1
7415,it tomorrow,0
7416,johnwâ httpstcoctXtTYmmA,0
7417,httpstcoctXtTYmmA httpstcoXDpXHeVfR,0
7418,kristyswords YA,0
7419,httpstcoJTghv FairyTale,0
7420,FairyTale urban,0
7421,urban fantasy,2
7422,fantasy YA,0
7423,sorry for,0
7424,for spoiling,1
7425,spoiling the,1
7426,mollyâs reading,0
7427,thief for,4
7428,and was,1
7429,was just,1
7430,just like,1
7431,like âœoh,0
7432,âœoh my,0
7433,my god,1
7434,god they,1
7435,they ALL,0
7436,ALL die,0
7437,die oh,0
7438,oh my,2
7439,god oh,0
7440,god iâm,0
7441,iâm going,0
7442,to dieâ,0
7443,love the,2
7444,was centered,1
7445,centered around,1
7446,around the,1
7447,the reallife,0
7448,New Yorker,0
7449,Yorker writer,0
7450,writer Susan,0
7451,Susan Orlean,0
7452,Orlean and,0
7453,her The,0
7454,The Orchid,0
7455,Orchid Thief,0
7456,book though,0
7457,though the,0
7458,the outlandish,1
7459,outlandish events,1
7460,events in,1
7461,movie are,1
7462,are fiction,0
7463,womensblade The,0
7464,MsKalagang i,0
7465,i only,1
7466,only know,1
7467,what i,1
7468,read in,1
7469,but that,2
7470,that made,1
7471,the language,1
7472,language seem,1
7473,seem very,1
7474,very beautiful,0
7475,JessedHagopian Yes,0
7476,Yes My,0
7477,My students,0
7478,students asked,1
7479,asked me,1
7480,me about,1
7481,about book,3
7482,book relentlessly,1
7483,relentlessly after,1
7484,after we,1
7485,we took,1
7486,took down,1
7487,down Dragons,0
7488,Dragons in,0
7489,a Bag,0
7490,Bag and,0
7491,Dragon Thief,0
7492,jackson amp,0
7493,the olympians,0
7494,olympians the,0
7495,the lightening,1
7496,lightening thief,0
7497,idk it,0
7498,took me,2
7499,me so,1
7500,so long,1
7501,long to,1
7502,read this,2
7503,book considering,1
7504,considering i,1
7505,i love,6
7506,love greek,1
7507,greek mythology,0
7508,mythology but,0
7509,but this,1
7510,is great,1
7511,great i,1
7512,i really,6
7513,really enjoyed,1
7514,enjoyed it,1
7515,and plan,1
7516,the series,1
7517,series httpstcoNWiucmFBqz,0
7518,has anyone,0
7519,anyone here,1
7520,here read,1
7521,jademaomi percy,1
7522,thief style,1
7523,style book,1
7524,book cover,1
7525,cover but,2
7526,but its,2
7527,its Gideon,0
7528,Gideon Nav,0
7529,Nav and,0
7530,the Piss,0
7531,Piss Leaks,0
7532,Leaks of,0
7533,of Drearburh,0
7534,thinking abt,0
7535,DaveMacLachlan âœThe,0
7536,statnews summer,1
7537,summer book,1
7538,book pick,0
7539,an excellent,0
7540,excellent donâtputthisdown,0
7541,donâtputthisdown detective,0
7542,detective storyâ,0
7543,storyâ But,0
7544,But my,0
7545,favorite thing,1
7546,thing about,1
7547,its vivid,0
7548,vivid sometimes,0
7549,sometimes quirky,0
7550,quirky always,0
7551,always human,1
7552,human picture,1
7553,picture of,2
7554,of science,1
7555,science at,1
7556,at its,1
7557,its working,1
7558,working best,0
7559,JessSFrankel Permission,0
7560,Permission is,0
7561,is moving,1
7562,cool new,1
7563,site Im,0
7564,Im remastering,0
7565,remastering and,1
7566,and expanding,1
7567,expanding the,1
7568,with new,1
7569,new material,0
7570,material historical,0
7571,historical lgbt,0
7572,lgbt Irish,0
7573,Irish choosetolove,0
7574,saintfiIes it,0
7575,was on,1
7576,on hold,1
7577,hold for,1
7578,the longest,1
7579,longest time,1
7580,i finally,1
7581,finally got,1
7582,got it,1
7583,it ðŸ,0
7584,ðŸ as,0
7585,as soon,1
7586,soon as,1
7587,as i,2
7588,i finish,1
7589,thief im,0
7590,im starting,0
7591,starting it,0
7592,MattWalshBlog The,0
7593,is number,1
7594,number one,1
7595,BPDMN distributing,0
7596,distributing them,1
7597,them to,1
7598,to others,1
7599,others in,1
7600,their apartment,1
7601,apartment complex,0
7602,complex school,0
7603,school or,0
7604,or retirement,1
7605,retirement community,0
7606,community Over,0
7607,Over the,0
7608,the years,1
7609,years weâve,0
7610,weâve heard,0
7611,heard from,1
7612,from many,1
7613,many stewards,1
7614,stewards whoâve,0
7615,whoâve discovered,0
7616,that a,2
7617,book âœthiefâ,0
7618,âœthiefâ really,0
7619,really wasnât,0
7620,wasnât a,0
7621,at all,0
7622,Sports Comedies,0
7623,plan Goon,0
7624,Goon Bohemian,0
7625,Zusak httpstcocWGvbXjk,0
7626,And look,0
7627,look how,1
7628,how happy,1
7629,happy you,2
7630,Thief httpstcoKxrgfo,0
7631,httpstcoMKyqXyhi httpstcoVIIjQb,0
7632,Poetryman shortstories,0
7633,SandyButchers Book,0
7634,ShazBlam The,0
7635,my favourites,0
7636,favourites If,0
7637,like biographies,1
7638,biographies I,0
7639,I recommend,0
7640,recommend A,0
7641,A Circle,0
7642,Circle of,0
7643,of Sisters,0
7644,Sisters by,0
7645,by Judith,0
7646,Judith Flanders,0
7647,Flanders Itâs,0
7648,Itâs about,0
7649,about sisters,1
7650,sisters one,1
7651,one marries,1
7652,marries Edward,0
7653,Edward Burne,0
7654,Burne Jones,0
7655,Jones another,0
7656,another Edward,0
7657,Edward Poynter,0
7658,Poynter The,0
7659,The other,0
7660,other are,1
7661,the mothers,1
7662,mothers of,1
7663,of Rudyard,0
7664,Rudyard Kipling,0
7665,Kipling and,0
7666,and Stanley,0
7667,Stanley Baldwin,0
7668,Baldwin Fascinating,0
7669,Fascinating history,0
7670,dadwithoutadad shortstories,0
7671,moonyfireheart I,0
